household_id,building_id,vdcmun_id,district_id
526701,5267,3,1
527001,5270,3,1
528601,5286,3,1
533501,5335,3,1
533601,5336,3,1
536301,5363,7,1
539301,5393,7,1
539401,5394,7,1
540201,5402,7,1
543301,5433,7,1
546701,5467,7,1
547501,5475,7,1
549501,5495,7,1
550001,5500,7,1
550801,5508,7,1
552001,5520,7,1
552101,5521,7,1
555301,5553,7,1
555801,5558,7,1
557101,5571,7,1
560301,5603,7,1
561501,5615,7,1
562101,5621,7,1
565001,5650,7,1
566101,5661,7,1
568101,5681,7,1
568801,5688,7,1
569201,5692,7,1
569202,5692,7,1
572601,5726,7,1
575501,5755,7,1
576401,5764,7,1
576801,5768,7,1
577301,5773,7,1
579001,5790,7,1
580701,5807,7,1
581601,5816,7,1
581801,5818,7,1
583001,5830,7,1
583301,5833,7,1
583801,5838,7,1
584001,5840,7,1
585701,5857,7,1
588101,5881,7,1
589301,5893,7,1
590501,5905,1,1
590701,5907,1,1
591701,5917,1,1
592701,5927,1,1
593601,5936,1,1
594001,5940,1,1
595101,5951,1,1
598301,5983,1,1
601301,6013,1,1
601501,6015,1,1
603701,6037,1,1
604601,6046,1,1
607901,6079,1,1
611901,6119,1,1
612801,6128,1,1
615001,6150,1,1
615401,6154,1,1
615801,6158,1,1
618801,6188,1,1
619201,6192,1,1
620001,6200,1,1
620901,6209,1,1
621601,6216,1,1
624301,6243,1,1
626201,6262,1,1
628801,6288,1,1
633301,6333,1,1
633302,6333,1,1
633401,6334,1,1
634801,6348,1,1
635701,6357,1,1
636601,6366,1,1
639701,6397,1,1
642001,6420,1,1
643501,6435,1,1
644001,6440,1,1
644002,6440,1,1
644201,6442,1,1
646001,6460,1,1
646101,6461,1,1
646701,6467,1,1
649301,6493,8,1
650101,6501,8,1
650801,6508,8,1
653401,6534,8,1
653901,6539,8,1
655001,6550,8,1
655701,6557,8,1
656001,6560,8,1
656601,6566,8,1
658201,6582,8,1
658601,6586,8,1
659801,6598,8,1
659901,6599,8,1
661501,6615,8,1
666201,6662,8,1
667101,6671,8,1
667601,6676,8,1
668301,6683,8,1
670601,6706,8,1
672801,6728,8,1
674301,6743,8,1
676501,6765,8,1
679101,6791,8,1
679201,6792,8,1
683801,6838,8,1
684401,6844,8,1
687201,6872,8,1
693201,6932,8,1
693901,6939,8,1
694901,6949,8,1
695501,6955,8,1
697301,6973,8,1
697901,6979,8,1
698801,6988,8,1
699401,6994,8,1
701101,7011,8,1
701701,7017,8,1
705301,7053,8,1
705501,7055,8,1
710901,7109,8,1
712601,7126,8,1
715201,7152,8,1
716701,7167,8,1
719601,7196,8,1
719901,7199,8,1
720401,7204,8,1
721001,7210,8,1
721701,7217,8,1
722301,7223,8,1
722401,7224,8,1
722801,7228,8,1
725501,7255,8,1
731001,7310,2,1
731401,7314,2,1
731501,7315,2,1
731601,7316,2,1
732201,7322,2,1
733101,7331,2,1
733501,7335,2,1
734901,7349,2,1
737101,7371,2,1
738501,7385,2,1
738901,7389,2,1
739301,7393,2,1
741901,7419,2,1
742001,7420,2,1
744701,7447,2,1
746401,7464,2,1
746501,7465,2,1
747201,7472,2,1
748301,7483,2,1
749401,7494,2,1
750801,7508,2,1
751101,7511,2,1
751201,7512,2,1
751301,7513,2,1
751501,7515,2,1
753901,7539,2,1
754301,7543,2,1
758701,7587,2,1
759201,7592,2,1
761801,7618,2,1
762901,7629,2,1
765201,7652,2,1
766101,7661,2,1
766901,7669,2,1
767201,7672,2,1
769001,7690,2,1
773001,7730,2,1
774601,7746,2,1
774701,7747,2,1
780201,7802,1,1
783801,7838,1,1
784101,7841,1,1
784801,7848,1,1
787001,7870,1,1
790201,7902,1,1
791801,7918,1,1
795001,7950,1,1
796801,7968,1,1
798101,7981,1,1
798501,7985,1,1
798601,7986,1,1
799601,7996,1,1
799801,7998,1,1
800301,8003,1,1
801501,8015,1,1
806101,8061,1,1
806501,8065,1,1
807101,8071,1,1
809301,8093,1,1
809302,8093,1,1
810901,8109,1,1
811301,8113,1,1
814201,8142,1,1
815201,8152,1,1
815301,8153,1,1
815501,8155,1,1
816501,8165,1,1
818301,8183,1,1
820601,8206,1,1
821801,8218,1,1
822401,8224,1,1
823701,8237,1,1
824001,8240,1,1
827501,8275,1,1
828001,8280,1,1
828101,8281,1,1
828401,8284,1,1
829901,8299,1,1
830001,8300,1,1
830002,8300,1,1
830003,8300,1,1
833601,8336,1,1
834801,8348,1,1
835501,8355,1,1
837001,8370,1,1
837501,8375,1,1
838101,8381,1,1
838301,8383,1,1
838501,8385,1,1
839401,8394,1,1
840601,8406,1,1
844801,8448,1,1
845201,8452,1,1
845701,8457,1,1
848101,8481,1,1
850601,8506,1,1
850801,8508,1,1
851301,8513,1,1
852101,8521,1,1
853201,8532,1,1
853301,8533,1,1
858201,8582,1,1
861301,8613,1,1
862201,8622,1,1
862801,8628,1,1
863801,8638,1,1
863901,8639,1,1
864101,8641,1,1
866801,8668,1,1
868801,8688,1,1
873001,8730,1,1
873201,8732,1,1
878601,8786,1,1
879201,8792,1,1
882501,8825,1,1
884701,8847,1,1
886501,8865,1,1
889801,8898,1,1
890601,8906,1,1
890901,8909,1,1
891501,8915,1,1
892801,8928,1,1
894001,8940,1,1
895201,8952,1,1
898301,8983,1,1
903001,9030,1,1
904501,9045,1,1
904502,9045,1,1
905901,9059,1,1
907501,9075,1,1
911801,9118,1,1
912901,9129,1,1
914401,9144,1,1
916001,9160,1,1
920201,9202,1,1
921701,9217,1,1
922201,9222,1,1
922301,9223,1,1
922401,9224,1,1
923601,9236,1,1
923701,9237,1,1
925501,9255,1,1
927401,9274,1,1
928801,9288,1,1
929301,9293,1,1
930701,9307,1,1
933001,9330,1,1
945601,9456,1,1
947101,9471,1,1
947501,9475,1,1
949201,9492,1,1
949701,9497,1,1
951001,9510,1,1
951501,9515,1,1
951601,9516,1,1
953201,9532,1,1
953901,9539,1,1
954101,9541,1,1
955401,9554,1,1
955701,9557,1,1
959001,9590,1,1
960301,9603,1,1
960701,9607,1,1
961001,9610,1,1
961301,9613,1,1
962401,9624,1,1
962402,9624,1,1
962701,9627,1,1
963001,9630,1,1
963501,9635,1,1
964201,9642,4,1
964601,9646,4,1
964801,9648,4,1
967201,9672,4,1
967801,9678,4,1
967901,9679,4,1
970401,9704,4,1
970402,9704,4,1
973001,9730,4,1
975101,9751,4,1
975901,9759,4,1
977101,9771,4,1
977201,9772,4,1
978801,9788,4,1
979001,9790,4,1
981101,9811,4,1
983401,9834,4,1
984701,9847,4,1
987901,9879,4,1
991001,9910,4,1
992101,9921,4,1
996301,9963,4,1
996801,9968,4,1
997001,9970,4,1
997501,9975,4,1
999801,9998,4,1
1000301,10003,4,1
1001401,10014,4,1
1001701,10017,4,1
1002701,10027,4,1
1003801,10038,4,1
1005701,10057,4,1
1006601,10066,4,1
1007401,10074,4,1
1008801,10088,4,1
1010001,10100,4,1
1011201,10112,4,1
1012701,10127,4,1
1013301,10133,4,1
1016201,10162,4,1
1016701,10167,4,1
1017201,10172,4,1
1021801,10218,4,1
1022501,10225,4,1
1022701,10227,4,1
1023401,10234,4,1
1024301,10243,4,1
1025101,10251,4,1
1025201,10252,4,1
1026301,10263,4,1
1026801,10268,4,1
1028101,10281,4,1
1028501,10285,4,1
1029401,10294,4,1
1029901,10299,4,1
1031401,10314,6,1
1031402,10314,6,1
1035101,10351,6,1
1038501,10385,6,1
1041801,10418,6,1
1042201,10422,6,1
1043201,10432,6,1
1043301,10433,6,1
1043901,10439,6,1
1049401,10494,6,1
1049501,10495,6,1
1051501,10515,6,1
1052701,10527,6,1
1053201,10532,6,1
1053601,10536,6,1
1059701,10597,6,1
1061301,10613,6,1
1062201,10622,6,1
1063701,10637,6,1
1065801,10658,6,1
1069701,10697,6,1
1072001,10720,6,1
1074001,10740,6,1
1074002,10740,6,1
1074201,10742,6,1
1075101,10751,6,1
1076101,10761,6,1
1076901,10769,6,1
1078201,10782,6,1
1079701,10797,6,1
1081201,10812,6,1
1082701,10827,6,1
1082901,10829,6,1
1084601,10846,6,1
1085201,10852,6,1
1086901,10869,6,1
1090001,10900,6,1
1091001,10910,6,1
1093201,10932,6,1
1094401,10944,6,1
1095301,10953,6,1
1097301,10973,6,1
1102101,11021,7,1
1102201,11022,7,1
1106901,11069,7,1
1109001,11090,7,1
1109002,11090,7,1
1110101,11101,7,1
1111001,11110,7,1
1113201,11132,7,1
1114401,11144,7,1
1116301,11163,7,1
1116701,11167,7,1
1117001,11170,7,1
1118801,11188,7,1
1119201,11192,7,1
1122301,11223,7,1
1122401,11224,7,1
1123001,11230,7,1
1123301,11233,7,1
1123701,11237,7,1
1124801,11248,7,1
1125801,11258,7,1
1126901,11269,7,1
1132001,11320,7,1
1132201,11322,7,1
1135201,11352,7,1
1136701,11367,7,1
1137801,11378,7,1
1143301,11433,7,1
1145201,11452,7,1
1149501,11495,7,1
1150801,11508,7,1
1154701,11547,7,1
1155901,11559,7,1
1158701,11587,7,1
1163801,11638,7,1
1164001,11640,7,1
1173001,11730,7,1
1174201,11742,7,1
1174401,11744,7,1
1175401,11754,7,1
1176401,11764,7,1
1177001,11770,7,1
1177701,11777,7,1
1180801,11808,7,1
1181801,11818,7,1
1183001,11830,7,1
1183301,11833,7,1
1183302,11833,7,1
1183901,11839,7,1
1185101,11851,7,1
1185901,11859,7,1
1190401,11904,7,1
1192501,11925,7,1
1196101,11961,7,1
1198501,11985,7,1
1199001,11990,7,1
1200201,12002,1,1
1200901,12009,1,1
1201301,12013,1,1
1204101,12041,1,1
1208901,12089,1,1
1209201,12092,1,1
1210601,12106,1,1
1211601,12116,1,1
1212501,12125,1,1
1212901,12129,1,1
1217401,12174,1,1
1223101,12231,1,1
1223401,12234,1,1
1225901,12259,1,1
1228101,12281,1,1
1229601,12296,1,1
1232801,12328,1,1
1233701,12337,1,1
1237201,12372,1,1
1238801,12388,1,1
1241401,12414,1,1
1242301,12423,1,1
1243801,12438,1,1
1244501,12445,1,1
1244701,12447,3,1
1245801,12458,3,1
1247301,12473,3,1
1248601,12486,3,1
1251301,12513,3,1
1251302,12513,3,1
1253501,12535,3,1
1254701,12547,3,1
1255401,12554,3,1
1255701,12557,3,1
1256601,12566,3,1
1261001,12610,3,1
1261901,12619,3,1
1262301,12623,3,1
1262401,12624,3,1
1262601,12626,3,1
1263401,12634,3,1
1263501,12635,3,1
1265601,12656,3,1
1266001,12660,3,1
1267101,12671,3,1
1268501,12685,3,1
1271201,12712,3,1
1273201,12732,3,1
1273601,12736,3,1
1274601,12746,3,1
1276501,12765,3,1
1280401,12804,3,1
1283201,12832,3,1
1284001,12840,3,1
1284901,12849,3,1
1287401,12874,8,1
1292501,12925,8,1
1295201,12952,8,1
1297001,12970,8,1
1299601,12996,8,1
1300301,13003,8,1
1301601,13016,8,1
1303101,13031,8,1
1303501,13035,8,1
1303801,13038,8,1
1304001,13040,8,1
1304401,13044,8,1
1305701,13057,8,1
1305901,13059,8,1
1308001,13080,8,1
1310201,13102,8,1
1312801,13128,8,1
1314101,13141,8,1
1314701,13147,8,1
1316101,13161,8,1
1316401,13164,8,1
1317801,13178,8,1
1323501,13235,8,1
1325601,13256,8,1
1326301,13263,8,1
1330101,13301,8,1
1330901,13309,8,1
1332801,13328,8,1
1335501,13355,8,1
1337801,13378,8,1
1341701,13417,8,1
1342801,13428,8,1
1343801,13438,8,1
1349301,13493,8,1
1350901,13509,8,1
1351201,13512,8,1
1352101,13521,8,1
1360801,13608,8,1
1365501,13655,8,1
1365701,13657,8,1
1366901,13669,8,1
1367401,13674,8,1
1369601,13696,8,1
1371601,13716,8,1
1372301,13723,8,1
1374401,13744,8,1
1375901,13759,8,1
1378901,13789,8,1
1380401,13804,8,1
1381501,13815,8,1
1381701,13817,8,1
1381901,13819,8,1
1385101,13851,8,1
1386901,13869,8,1
1387601,13876,8,1
1387801,13878,8,1
1387901,13879,8,1
1388601,13886,8,1
1394001,13940,5,1
1394601,13946,5,1
1396801,13968,5,1
1398201,13982,5,1
1398401,13984,5,1
1400001,14000,5,1
1401001,14010,5,1
1401201,14012,5,1
1404101,14041,5,1
1406501,14065,5,1
1407301,14073,5,1
1410501,14105,5,1
1410502,14105,5,1
1414101,14141,5,1
1415501,14155,5,1
1416001,14160,5,1
1420001,14200,5,1
1420801,14208,5,1
1425901,14259,5,1
1426901,14269,5,1
1428701,14287,5,1
1431901,14319,5,1
1434601,14346,5,1
1437301,14373,5,1
1440201,14402,5,1
1441801,14418,5,1
1442501,14425,5,1
1444501,14445,5,1
1445101,14451,5,1
1448201,14482,5,1
1450201,14502,5,1
1450401,14504,5,1
1453601,14536,5,1
1453801,14538,5,1
1456001,14560,5,1
1456901,14569,5,1
1458901,14589,3,1
1460301,14603,3,1
1460601,14606,3,1
1461201,14612,3,1
1461501,14615,3,1
1463301,14633,3,1
1463501,14635,3,1
1465801,14658,3,1
1466301,14663,3,1
1466801,14668,3,1
1469501,14695,3,1
1471701,14717,3,1
1472101,14721,3,1
1472801,14728,3,1
1473801,14738,3,1
1475201,14752,3,1
1476501,14765,3,1
1477401,14774,3,1
1478701,14787,3,1
1479701,14797,3,1
1481001,14810,3,1
1482901,14829,3,1
1484201,14842,3,1
1485701,14857,3,1
1486201,14862,3,1
1486501,14865,3,1
1486601,14866,3,1
1489901,14899,3,1
1490601,14906,3,1
1496501,14965,3,1
1501201,15012,3,1
1501701,15017,3,1
1502601,15026,3,1
1503901,15039,3,1
1504101,15041,3,1
1505701,15057,3,1
1506401,15064,3,1
1507501,15075,3,1
1508201,15082,3,1
1510801,15108,3,1
1511201,15112,3,1
1518701,15187,3,1
1518801,15188,3,1
1527801,15278,3,1
1528401,15284,3,1
1528801,15288,3,1
1529501,15295,3,1
1529901,15299,3,1
1534801,15348,3,1
1536501,15365,3,1
1536601,15366,3,1
1537601,15376,3,1
1540801,15408,3,1
1540901,15409,3,1
1541001,15410,3,1
1542001,15420,3,1
1545801,15458,3,1
1546501,15465,3,1
1546901,15469,3,1
1548201,15482,3,1
1548701,15487,3,1
1551101,15511,3,1
1554501,15545,3,1
1556301,15563,3,1
1557001,15570,3,1
1560201,15602,3,1
1563501,15635,2,1
1563801,15638,2,1
1564701,15647,2,1
1565101,15651,2,1
1566501,15665,2,1
1567101,15671,2,1
1567701,15677,2,1
1569001,15690,2,1
1569301,15693,2,1
1570101,15701,2,1
1575001,15750,2,1
1581801,15818,2,1
1582701,15827,2,1
1585401,15854,2,1
1585501,15855,2,1
1586001,15860,2,1
1587801,15878,2,1
1589101,15891,2,1
1591201,15912,2,1
1591701,15917,2,1
1591801,15918,2,1
1591901,15919,2,1
1592201,15922,2,1
1593601,15936,2,1
1593901,15939,2,1
1595901,15959,2,1
1596301,15963,2,1
1599401,15994,2,1
1600001,16000,2,1
1600901,16009,2,1
1601501,16015,2,1
1603901,16039,2,1
1604101,16041,6,1
1604501,16045,6,1
1604901,16049,6,1
1606801,16068,6,1
1608301,16083,6,1
1612201,16122,6,1
1612801,16128,6,1
1614201,16142,6,1
1614301,16143,6,1
1614901,16149,6,1
1615801,16158,6,1
1617501,16175,6,1
1617701,16177,6,1
1617801,16178,6,1
1618201,16182,6,1
1619601,16196,6,1
1621101,16211,6,1
1626101,16261,6,1
1627301,16273,6,1
1627801,16278,6,1
1629101,16291,6,1
1630801,16308,6,1
1631801,16318,6,1
1633101,16331,6,1
1636001,16360,6,1
1636601,16366,6,1
1638301,16383,6,1
1638401,16384,6,1
1639301,16393,6,1
1639901,16399,6,1
1641901,16419,6,1
1643501,16435,6,1
1644601,16446,6,1
1654801,16548,6,1
1660501,16605,6,1
1660801,16608,6,1
1662301,16623,6,1
1662901,16629,6,1
1663201,16632,6,1
1665701,16657,6,1
1667001,16670,6,1
1667701,16677,6,1
1669801,16698,6,1
1672101,16721,5,1
1672701,16727,5,1
1673001,16730,5,1
1674901,16749,5,1
1675401,16754,5,1
1675801,16758,5,1
1676901,16769,5,1
1677001,16770,5,1
1677101,16771,5,1
1678601,16786,5,1
1679701,16797,5,1
1681001,16810,5,1
1683401,16834,5,1
1684801,16848,5,1
1685501,16855,5,1
1687801,16878,5,1
1688701,16887,5,1
1692901,16929,5,1
1698601,16986,5,1
1699501,16995,5,1
1699901,16999,5,1
1701001,17010,5,1
1701501,17015,5,1
1702301,17023,5,1
1703801,17038,5,1
1704901,17049,5,1
1705401,17054,5,1
1708301,17083,5,1
1708701,17087,5,1
1709301,17093,5,1
1710101,17101,5,1
1710801,17108,5,1
1711701,17117,5,1
1713401,17134,5,1
1715801,17158,5,1
1717601,17176,5,1
1717701,17177,5,1
1718801,17188,5,1
1724301,17243,5,1
1724701,17247,2,1
1724901,17249,2,1
1726501,17265,2,1
1726901,17269,2,1
1731101,17311,2,1
1733501,17335,2,1
1738301,17383,2,1
1739901,17399,2,1
1741201,17412,2,1
1741701,17417,2,1
1743001,17430,2,1
1743201,17432,2,1
1744601,17446,2,1
1744801,17448,2,1
1746001,17460,2,1
1749801,17498,2,1
1751401,17514,2,1
1752001,17520,2,1
1753401,17534,2,1
1753701,17537,2,1
1759401,17594,2,1
1761101,17611,2,1
1763001,17630,2,1
1764601,17646,2,1
1765401,17654,2,1
1768201,17682,2,1
1769001,17690,2,1
1774501,17745,2,1
1775101,17751,2,1
1776101,17761,2,1
1777101,17771,2,1
1777701,17777,2,1
1780201,17802,2,1
1780601,17806,2,1
1780701,17807,2,1
1783401,17834,2,1
1783801,17838,2,1
1785401,17854,2,1
1787701,17877,2,1
1787901,17879,2,1
1788501,17885,5,1
1790501,17905,5,1
1791001,17910,5,1
1791101,17911,5,1
1794701,17947,5,1
1797101,17971,5,1
1799901,17999,5,1
1802401,18024,5,1
1804201,18042,5,1
1805101,18051,5,1
1806601,18066,5,1
1807701,18077,5,1
1808001,18080,5,1
1814501,18145,5,1
1815701,18157,5,1
1817701,18177,5,1
1821801,18218,5,1
1823201,18232,5,1
1827301,18273,5,1
1828401,18284,5,1
1830101,18301,5,1
1830601,18306,5,1
1832901,18329,5,1
1834401,18344,5,1
1836101,18361,5,1
1836301,18363,5,1
1839401,18394,5,1
1839801,18398,5,1
1840301,18403,5,1
1840901,18409,5,1
1842101,18421,5,1
1843801,18438,5,1
1845501,18455,5,1
1846201,18462,5,1
1846501,18465,5,1
1847601,18476,5,1
1848001,18480,5,1
1851101,18511,5,1
1853701,18537,5,1
1856201,18562,5,1
1858501,18585,5,1
1859701,18597,5,1
1862301,18623,5,1
1862801,18628,5,1
1864001,18640,5,1
1865301,18653,5,1
1866001,18660,5,1
1868101,18681,5,1
1870201,18702,5,1
1873201,18732,5,1
1874201,18742,5,1
1875701,18757,5,1
1877401,18774,5,1
1877901,18779,5,1
1878801,18788,5,1
1879201,18792,5,1
1879202,18792,5,1
1879301,18793,5,1
1881401,18814,5,1
1882401,18824,5,1
1883801,18838,5,1
1884501,18845,5,1
1885701,18857,5,1
1886601,18866,5,1
1889701,18897,8,1
1893501,18935,8,1
1899801,18998,8,1
1900401,19004,8,1
1902001,19020,8,1
1903201,19032,8,1
1904601,19046,8,1
1906201,19062,8,1
1907701,19077,8,1
1908501,19085,8,1
1908901,19089,8,1
1909101,19091,8,1
1912301,19123,8,1
1913001,19130,8,1
1914001,19140,8,1
1914101,19141,8,1
1914701,19147,8,1
1918401,19184,8,1
1919301,19193,8,1
1923501,19235,8,1
1926001,19260,8,1
1926601,19266,8,1
1927301,19273,8,1
1927701,19277,8,1
1928001,19280,8,1
1928101,19281,8,1
1930801,19308,8,1
1931601,19316,8,1
1933101,19331,8,1
1933601,19336,8,1
1938201,19382,8,1
1940401,19404,8,1
1942301,19423,8,1
1945301,19453,8,1
1946901,19469,8,1
1948901,19489,8,1
1950401,19504,8,1
1950501,19505,8,1
1951801,19518,8,1
1954701,19547,8,1
1955801,19558,8,1
1956601,19566,8,1
1957101,19571,8,1
1958801,19588,8,1
1960001,19600,8,1
1960801,19608,8,1
1963201,19632,8,1
1964901,19649,8,1
1966301,19663,8,1
1967101,19671,8,1
1967501,19675,8,1
1968501,19685,8,1
1972901,19729,8,1
1974601,19746,8,1
1975301,19753,8,1
1976001,19760,8,1
1981901,19819,4,1
1985801,19858,4,1
1985901,19859,4,1
1985902,19859,4,1
1987101,19871,4,1
1987901,19879,4,1
1991001,19910,4,1
1992501,19925,4,1
1993101,19931,4,1
1993701,19937,4,1
1994901,19949,4,1
1997201,19972,4,1
1999401,19994,4,1
2002301,20023,4,1
2002801,20028,4,1
2003901,20039,4,1
2004901,20049,4,1
2005501,20055,4,1
2006101,20061,4,1
2006301,20063,4,1
2006701,20067,4,1
2006901,20069,4,1
2007601,20076,4,1
2010401,20104,4,1
2011001,20110,4,1
2011201,20112,4,1
2012501,20125,4,1
2014901,20149,4,1
2015801,20158,4,1
2016101,20161,4,1
2016301,20163,4,1
2018801,20188,4,1
2020601,20206,7,1
2020901,20209,7,1
2023301,20233,7,1
2025401,20254,7,1
2025501,20255,7,1
2025701,20257,7,1
2026101,20261,7,1
2026401,20264,7,1
2029201,20292,7,1
2029601,20296,7,1
2031601,20316,7,1
2032901,20329,7,1
2032902,20329,7,1
2034601,20346,7,1
2037601,20376,7,1
2040301,20403,7,1
2041001,20410,7,1
2041701,20417,7,1
2046001,20460,7,1
2046002,20460,7,1
2046701,20467,7,1
2047901,20479,7,1
2048001,20480,7,1
2048701,20487,7,1
2049101,20491,7,1
2053801,20538,7,1
